model,scenario,case,cldice,hd95,nsd,betti0
Model_Minus_Fixed,GT_star,PARSE_0095.nii.gz,0.9076618323020281,0.59375,0.9696536383857642,67
Model_Minus_Fixed,GT_star,PARSE_0096.nii.gz,0.9344030447412228,0.82421875,0.9803989815372266,294
Model_Minus_Fixed,GT_star,PARSE_0097.nii.gz,0.8164104712028278,1.6068890083500633,0.9344636034736585,134
Model_Minus_Fixed,GT_star,PARSE_0098.nii.gz,0.904735565654105,1.7220194844241246,0.9579813812384748,140
Model_Minus_Fixed,GT_star,PARSE_0099.nii.gz,0.9107630557602597,2.0,0.9236429471109159,23
Model_Minus_Fixed,GT_star,PARSE_0100.nii.gz,0.7832527072772886,7.278970648126633,0.8370969514047322,89
Model_Minus_Fixed,GT_minus_test_full,PARSE_0086.nii.gz,0.7796109309117892,1.2692637939424891,0.9322540999347083,539
Model_Minus_Fixed,GT_minus_test_full,PARSE_0087.nii.gz,0.9344892589738917,2.0,0.94014991760467,412
Model_Minus_Fixed,GT_minus_test_full,PARSE_0088.nii.gz,0.8776163803214776,3.799301565131741,0.6601876885089625,458
Model_Minus_Fixed,GT_minus_test_full,PARSE_0089.nii.gz,0.6578431229854016,2.0529824496270206,0.8983826728459283,931
Model_Minus_Fixed,GT_minus_test_full,PARSE_0090.nii.gz,0.7028148288621775,1.4062771264744771,0.9331343931981092,841
Model_Minus_Fixed,GT_minus_test_full,PARSE_0091.nii.gz,0.7367110452928224,2.320320720208503,0.9237712044477194,621
Model_Minus_Fixed,GT_minus_test_full,PARSE_0092.nii.gz,0.37666178192894706,15.180317754221768,0.5533916946804444,79
Model_Minus_Fixed,GT_minus_test_full,PARSE_0093.nii.gz,0.8966610481806424,1.244165153800588,0.9554326760181608,305
Model_Minus_Fixed,GT_minus_test_full,PARSE_0094.nii.gz,0.9236971474672935,2.012173795622302,0.8864876668778255,236
Model_Minus_Fixed,GT_minus_test_full,PARSE_0095.nii.gz,0.30409636206060053,15.057344812831378,0.6387033996790319,197
Model_Minus_Fixed,GT_minus_test_full,PARSE_0096.nii.gz,0.9397713867541215,2.0,0.9307085675906969,296
Model_Minus_Fixed,GT_minus_test_full,PARSE_0097.nii.gz,0.816094131159622,3.5993375380603894,0.8363934134587713,142
Model_Minus_Fixed,GT_minus_test_full,PARSE_0098.nii.gz,0.9150072250855266,2.4424068262139147,0.8363368006747259,250
Model_Minus_Fixed,GT_minus_test_full,PARSE_0099.nii.gz,0.923331797314806,1.4517198557403495,0.9495205719660136,60
Model_Minus_Fixed,GT_minus_test_full,PARSE_0100.nii.gz,0.6373893393281854,11.186395857044744,0.708386262416015,283
