case,matches_stored,nested_ok,omitted_vox_p0.3
PARSE_0001.nii.gz,False,True,18059
PARSE_0002.nii.gz,False,True,15024
PARSE_0003.nii.gz,False,True,9549
PARSE_0004.nii.gz,False,True,18649
PARSE_0005.nii.gz,False,True,18791
PARSE_0006.nii.gz,False,True,11661
PARSE_0007.nii.gz,False,True,21227
PARSE_0008.nii.gz,False,True,15166
PARSE_0009.nii.gz,False,True,14103
PARSE_0010.nii.gz,False,True,22368
PARSE_0011.nii.gz,False,True,23749
PARSE_0012.nii.gz,False,True,14287
PARSE_0013.nii.gz,False,True,12309
PARSE_0014.nii.gz,False,True,16122
PARSE_0015.nii.gz,False,True,19375
PARSE_0016.nii.gz,False,True,21575
PARSE_0017.nii.gz,False,True,41917
PARSE_0018.nii.gz,False,True,10893
PARSE_0019.nii.gz,False,True,24431
PARSE_0020.nii.gz,False,True,25333
PARSE_0021.nii.gz,False,True,17809
PARSE_0022.nii.gz,False,True,22023
PARSE_0023.nii.gz,False,True,20700
PARSE_0024.nii.gz,False,True,25788
PARSE_0025.nii.gz,False,True,13286
PARSE_0026.nii.gz,False,True,18613
PARSE_0027.nii.gz,False,True,26509
PARSE_0028.nii.gz,False,True,12824
PARSE_0029.nii.gz,False,True,25135
PARSE_0030.nii.gz,False,True,21014
PARSE_0031.nii.gz,False,True,9623
PARSE_0032.nii.gz,False,True,32085
PARSE_0033.nii.gz,False,True,16823
PARSE_0034.nii.gz,False,True,14028
PARSE_0035.nii.gz,False,True,19407
PARSE_0036.nii.gz,False,True,17273
PARSE_0037.nii.gz,False,True,12901
PARSE_0038.nii.gz,False,True,10827
PARSE_0039.nii.gz,False,True,21954
PARSE_0040.nii.gz,False,True,23786
PARSE_0041.nii.gz,False,True,18193
PARSE_0042.nii.gz,False,True,23794
PARSE_0043.nii.gz,False,True,17878
PARSE_0044.nii.gz,False,True,22243
PARSE_0045.nii.gz,False,True,18839
PARSE_0046.nii.gz,False,True,7117
PARSE_0047.nii.gz,False,True,21725
PARSE_0048.nii.gz,False,True,21922
PARSE_0049.nii.gz,False,True,22576
PARSE_0050.nii.gz,False,True,32585
PARSE_0051.nii.gz,False,True,32748
PARSE_0052.nii.gz,False,True,23431
PARSE_0053.nii.gz,False,True,47999
PARSE_0054.nii.gz,False,True,20824
PARSE_0055.nii.gz,False,True,29885
PARSE_0056.nii.gz,False,True,34383
PARSE_0057.nii.gz,False,True,22924
PARSE_0058.nii.gz,False,True,31589
PARSE_0059.nii.gz,False,True,36595
PARSE_0060.nii.gz,False,True,20854
PARSE_0061.nii.gz,False,True,19690
PARSE_0062.nii.gz,False,True,9636
PARSE_0063.nii.gz,False,True,28908
PARSE_0064.nii.gz,False,True,26811
PARSE_0065.nii.gz,False,True,9403
PARSE_0066.nii.gz,False,True,19006
PARSE_0067.nii.gz,False,True,13514
PARSE_0068.nii.gz,False,True,16322
PARSE_0069.nii.gz,False,True,11880
PARSE_0070.nii.gz,False,True,17971
PARSE_0071.nii.gz,False,True,22686
PARSE_0072.nii.gz,False,True,28323
PARSE_0073.nii.gz,False,True,12403
PARSE_0074.nii.gz,False,True,13933
PARSE_0075.nii.gz,False,True,23226
PARSE_0076.nii.gz,False,True,23461
PARSE_0077.nii.gz,False,True,27962
PARSE_0078.nii.gz,False,True,22706
PARSE_0079.nii.gz,False,True,25203
PARSE_0080.nii.gz,False,True,16097
PARSE_0081.nii.gz,False,True,27533
PARSE_0082.nii.gz,False,True,13977
PARSE_0083.nii.gz,False,True,26818
PARSE_0084.nii.gz,False,True,17915
PARSE_0085.nii.gz,False,True,21543
