case,matches_stored,nested_ok,omitted_vox_p0.3
PARSE_0001.nii.gz,False,True,13345
PARSE_0002.nii.gz,False,True,12607
PARSE_0003.nii.gz,False,True,15458
PARSE_0004.nii.gz,False,True,16854
PARSE_0005.nii.gz,False,True,19044
PARSE_0006.nii.gz,False,True,11864
PARSE_0007.nii.gz,False,True,16028
PARSE_0008.nii.gz,False,True,22746
PARSE_0009.nii.gz,False,True,17012
PARSE_0010.nii.gz,False,True,19221
PARSE_0011.nii.gz,False,True,21991
PARSE_0012.nii.gz,False,True,8931
PARSE_0013.nii.gz,False,True,13019
PARSE_0014.nii.gz,False,True,8754
PARSE_0015.nii.gz,False,True,20988
PARSE_0016.nii.gz,False,True,16574
PARSE_0017.nii.gz,False,True,34051
PARSE_0018.nii.gz,False,True,9393
PARSE_0019.nii.gz,False,True,28087
PARSE_0020.nii.gz,False,True,22336
PARSE_0021.nii.gz,False,True,13689
PARSE_0022.nii.gz,False,True,25813
PARSE_0023.nii.gz,False,True,24139
PARSE_0024.nii.gz,False,True,26113
PARSE_0025.nii.gz,False,True,14355
PARSE_0026.nii.gz,False,True,19418
PARSE_0027.nii.gz,False,True,29446
PARSE_0028.nii.gz,False,True,10936
PARSE_0029.nii.gz,False,True,21462
PARSE_0030.nii.gz,False,True,25002
PARSE_0031.nii.gz,False,True,15821
PARSE_0032.nii.gz,False,True,24118
PARSE_0033.nii.gz,False,True,15975
PARSE_0034.nii.gz,False,True,27077
PARSE_0035.nii.gz,False,True,21166
PARSE_0036.nii.gz,False,True,19676
PARSE_0037.nii.gz,False,True,12968
PARSE_0038.nii.gz,False,True,16302
PARSE_0039.nii.gz,False,True,20564
PARSE_0040.nii.gz,False,True,22949
PARSE_0041.nii.gz,False,True,14662
PARSE_0042.nii.gz,False,True,19862
PARSE_0043.nii.gz,False,True,15421
PARSE_0044.nii.gz,False,True,15118
PARSE_0045.nii.gz,False,True,22798
PARSE_0046.nii.gz,False,True,11117
PARSE_0047.nii.gz,False,True,29290
PARSE_0048.nii.gz,False,True,19455
PARSE_0049.nii.gz,False,True,37698
PARSE_0050.nii.gz,False,True,29067
PARSE_0051.nii.gz,False,True,40675
PARSE_0052.nii.gz,False,True,24200
PARSE_0053.nii.gz,False,True,39515
PARSE_0054.nii.gz,False,True,33044
PARSE_0055.nii.gz,False,True,28240
PARSE_0056.nii.gz,False,True,35700
PARSE_0057.nii.gz,False,True,18951
PARSE_0058.nii.gz,False,True,35560
PARSE_0059.nii.gz,False,True,17147
PARSE_0060.nii.gz,False,True,17771
PARSE_0061.nii.gz,False,True,14817
PARSE_0062.nii.gz,False,True,11493
PARSE_0063.nii.gz,False,True,25478
PARSE_0064.nii.gz,False,True,34042
PARSE_0065.nii.gz,False,True,12819
PARSE_0066.nii.gz,False,True,15218
PARSE_0067.nii.gz,False,True,15486
PARSE_0068.nii.gz,False,True,14827
PARSE_0069.nii.gz,False,True,15870
PARSE_0070.nii.gz,False,True,27476
PARSE_0071.nii.gz,False,True,24855
PARSE_0072.nii.gz,False,True,29277
PARSE_0073.nii.gz,False,True,17561
PARSE_0074.nii.gz,False,True,24844
PARSE_0075.nii.gz,False,True,25445
PARSE_0076.nii.gz,False,True,20843
PARSE_0077.nii.gz,False,True,18851
PARSE_0078.nii.gz,False,True,35096
PARSE_0079.nii.gz,False,True,23340
PARSE_0080.nii.gz,False,True,20522
PARSE_0081.nii.gz,False,True,33705
PARSE_0082.nii.gz,False,True,16537
PARSE_0083.nii.gz,False,True,23916
PARSE_0084.nii.gz,False,True,21582
PARSE_0085.nii.gz,False,True,24479
